day,well_role,injection_flow,extraction_flow,ph,dissolved_oxygen,uranium_assay,synthetic_record
176,injector_4,1.197566,0.000000,6.582104,2.089483,,True
177,central_extraction,0.000000,4.846975,6.628305,2.169657,1.388137,True
177,injector_1,1.189388,0.000000,6.652438,2.071204,1.428092,True
177,injector_2,1.224398,0.000000,6.714243,2.039765,,True
177,injector_3,1.201728,0.000000,6.660087,2.102654,,True
177,injector_4,1.137262,0.000000,6.570339,2.079143,1.326359,True
178,central_extraction,0.000000,4.790740,6.642554,2.143235,,True
178,injector_1,1.189030,0.000000,6.751430,2.041855,,True
178,injector_2,1.232407,0.000000,6.752749,2.055893,1.305974,True
178,injector_3,1.225045,0.000000,6.712738,2.000660,,True
178,injector_4,1.242411,0.000000,6.595725,2.065441,,True
179,central_extraction,0.000000,4.789600,6.627062,2.219340,,True
179,injector_1,1.175762,0.000000,6.720369,2.029549,,True
179,injector_2,1.281951,0.000000,6.739344,2.038406,,True
179,injector_3,1.205320,0.000000,6.659484,2.041287,1.364169,True
179,injector_4,1.191020,0.000000,6.626787,2.099716,,True
180,central_extraction,0.000000,4.683784,6.669562,2.091484,1.406210,True
180,injector_1,1.091713,0.000000,6.752978,2.000983,1.433518,True
180,injector_2,1.203225,0.000000,6.752530,1.983280,,True
180,injector_3,1.221532,0.000000,6.674270,2.059686,,True
180,injector_4,1.156530,0.000000,6.593589,2.089109,1.337256,True
181,central_extraction,0.000000,4.741153,6.619917,2.073215,,True
181,injector_1,1.245759,0.000000,6.717678,2.016226,,True
181,injector_2,1.188331,0.000000,6.728713,2.113835,1.309734,True
181,injector_3,1.220729,0.000000,6.664197,2.082859,,True
181,injector_4,1.196467,0.000000,6.626338,2.140844,,True
182,central_extraction,0.000000,4.865094,6.603598,2.133750,,True
182,injector_1,1.231391,0.000000,6.739545,2.131274,,True
182,injector_2,1.245354,0.000000,6.733881,2.056719,,True
182,injector_3,1.197344,0.000000,6.656936,2.129625,1.255465,True
182,injector_4,1.164713,0.000000,6.575193,2.082600,,True
183,central_extraction,0.000000,4.648111,6.601909,2.068921,1.333846,True
183,injector_1,1.117423,0.000000,6.763452,2.128895,1.394462,True
183,injector_2,1.181026,0.000000,6.712116,2.031607,,True
183,injector_3,1.112908,0.000000,6.643947,2.157894,,True
183,injector_4,1.099795,0.000000,6.567249,2.171802,,True
184,central_extraction,0.000000,4.693597,6.639604,2.108010,,True
184,injector_1,1.145232,0.000000,6.708801,2.053858,,True
184,injector_2,1.232192,0.000000,6.753243,2.035132,1.311820,True
184,injector_3,1.194094,0.000000,6.681799,2.091295,,True
184,injector_4,1.212344,0.000000,6.575630,2.180184,,True
185,central_extraction,0.000000,4.770842,6.699605,2.110185,,True
185,injector_1,1.120583,0.000000,6.701493,2.097098,,True
185,injector_2,1.177769,0.000000,6.722665,1.992130,,True
185,injector_3,1.176665,0.000000,6.640506,2.065282,1.316773,True
185,injector_4,1.168547,0.000000,6.597322,2.144536,,True
186,central_extraction,0.000000,4.347964,6.640543,2.106846,1.394386,True
186,injector_1,1.150513,0.000000,6.716046,1.989116,,True
186,injector_2,1.171019,0.000000,6.754409,2.031036,,True
186,injector_3,1.170695,0.000000,6.646513,2.133093,,True
186,injector_4,1.220902,0.000000,6.604257,2.141645,1.406998,True
187,central_extraction,0.000000,4.774892,6.653511,2.104004,,True
187,injector_1,1.130515,0.000000,6.717038,2.005420,,True
187,injector_2,1.141221,0.000000,6.720662,2.052665,1.370357,True
187,injector_3,1.107361,0.000000,6.652629,2.082647,,True
187,injector_4,1.176266,0.000000,6.556454,2.157647,,True
188,central_extraction,0.000000,4.633756,6.643732,2.020148,,True
188,injector_1,1.109197,0.000000,6.765296,2.060324,,True
188,injector_2,1.187150,0.000000,6.793736,2.067888,,True
188,injector_3,1.144585,0.000000,6.576437,2.096215,1.345227,True
188,injector_4,1.200604,0.000000,6.563525,2.189054,,True
189,central_extraction,0.000000,4.681060,6.641339,2.101073,1.370194,True
189,injector_1,1.088370,0.000000,6.743838,2.028789,1.383347,True
189,injector_2,1.214077,0.000000,6.691777,2.028331,,True
189,injector_3,1.162867,0.000000,6.637452,2.146170,,True
189,injector_4,1.248086,0.000000,6.576395,2.172915,1.343841,True
190,central_extraction,0.000000,4.432421,6.669346,2.067789,,True
190,injector_1,1.107953,0.000000,6.752324,2.062171,,True
190,injector_2,1.153631,0.000000,6.675874,2.011498,1.311446,True
190,injector_3,1.195684,0.000000,6.644091,2.124932,,True
190,injector_4,1.141626,0.000000,6.550633,2.128368,,True
191,central_extraction,0.000000,4.511086,6.679993,2.009902,,True
191,injector_1,1.160749,0.000000,6.758769,2.041203,,True
191,injector_2,1.119635,0.000000,6.693815,2.039375,,True
191,injector_3,1.174884,0.000000,6.648955,2.118321,1.322399,True
191,injector_4,1.075828,0.000000,6.545041,2.158771,,True
192,central_extraction,0.000000,4.615165,6.653752,2.081425,1.290477,True
192,injector_1,1.149833,0.000000,6.743335,2.028686,1.291326,True
192,injector_2,1.173067,0.000000,6.773568,2.052383,,True
192,injector_3,1.181550,0.000000,6.625687,2.152788,,True
192,injector_4,1.160961,0.000000,6.543550,2.197293,1.284290,True
193,central_extraction,0.000000,4.748737,6.683447,2.025393,,True
193,injector_1,1.121877,0.000000,6.743199,2.061687,,True
193,injector_2,1.111903,0.000000,6.699336,2.143724,1.321661,True
193,injector_3,1.170730,0.000000,6.606341,2.180722,,True
193,injector_4,1.117883,0.000000,6.582005,2.290708,,True
194,central_extraction,0.000000,4.486034,6.688431,2.102332,,True
194,injector_1,1.071015,0.000000,6.760270,2.016400,,True
194,injector_2,1.141358,0.000000,6.712047,2.017473,,True
194,injector_3,1.042933,0.000000,6.623115,2.171410,1.310576,True
194,injector_4,1.077432,0.000000,6.518285,2.267890,,True
195,central_extraction,0.000000,4.569207,6.726779,2.070070,1.349700,True
195,injector_1,1.104901,0.000000,6.735576,2.051641,1.289222,True
195,injector_2,1.073889,0.000000,6.721617,2.058279,,True
195,injector_3,1.117720,0.000000,6.614537,2.160004,,True
195,injector_4,1.125027,0.000000,6.529280,2.141302,1.305623,True
196,central_extraction,0.000000,4.530723,6.679278,2.063438,,True
196,injector_1,1.129373,0.000000,6.750439,2.084755,,True
196,injector_2,1.120772,0.000000,6.729379,2.094346,1.138260,True
196,injector_3,1.125503,0.000000,6.620527,2.138308,,True
196,injector_4,1.179615,0.000000,6.557043,2.217303,,True
197,central_extraction,0.000000,4.329323,6.717913,2.100111,,True
197,injector_1,1.120014,0.000000,6.727772,2.113062,,True
197,injector_2,1.161663,0.000000,6.721649,2.102556,,True
197,injector_3,1.120860,0.000000,6.641547,2.156691,1.303161,True
197,injector_4,1.162172,0.000000,6.528660,2.247491,,True
198,central_extraction,0.000000,4.383409,6.668428,2.084011,1.385238,True
198,injector_1,1.122469,0.000000,6.756623,2.048594,1.312965,True
198,injector_2,1.145894,0.000000,6.699017,2.142946,,True
198,injector_3,1.077706,0.000000,6.563269,2.228417,,True
198,injector_4,1.085191,0.000000,6.486339,2.254741,1.285108,True
199,central_extraction,0.000000,4.531480,6.734930,2.060527,,True
199,injector_1,1.123359,0.000000,6.713286,2.130790,,True
199,injector_2,1.052970,0.000000,6.698310,2.095596,1.306975,True
199,injector_3,1.063693,0.000000,6.599020,2.181666,,True
199,injector_4,1.144749,0.000000,6.553240,2.270684,,True
200,central_extraction,0.000000,4.502751,6.759737,2.091162,,True
200,injector_1,1.025171,0.000000,6.747997,2.073116,,True
200,injector_2,1.068240,0.000000,6.657843,2.128755,,True
200,injector_3,1.125514,0.000000,6.602161,2.150237,1.241062,True
200,injector_4,1.085144,0.000000,6.574365,2.317621,,True
201,central_extraction,0.000000,4.320028,6.744413,2.066720,1.248905,True
201,injector_1,1.196824,0.000000,6.767164,2.027661,1.272644,True
201,injector_2,1.157333,0.000000,6.714563,2.115122,,True
201,injector_3,1.079131,0.000000,6.633510,2.148124,,True
201,injector_4,1.160491,0.000000,6.497528,2.358021,1.413324,True
202,central_extraction,0.000000,4.308671,6.678174,2.074636,,True
202,injector_1,1.088185,0.000000,6.782381,2.083355,,True
202,injector_2,1.163437,0.000000,6.690904,2.182362,,True
202,injector_3,1.072632,0.000000,6.619753,2.234040,,True
202,injector_4,1.147671,0.000000,6.555397,2.241739,,True
203,central_extraction,0.000000,4.193609,6.765046,2.038988,,True
203,injector_1,1.148283,0.000000,6.738451,2.057008,,True
203,injector_2,1.070636,0.000000,6.717803,2.194008,,True
203,injector_3,1.053173,0.000000,6.601770,2.217071,1.295181,True
203,injector_4,1.071022,0.000000,6.559500,2.316105,,True
204,central_extraction,0.000000,4.489431,6.722808,1.989581,,True
204,injector_1,1.144083,0.000000,6.728303,2.144737,1.214981,True
204,injector_2,1.085863,0.000000,6.680276,2.168363,,True
204,injector_3,1.091162,0.000000,6.574967,2.236091,,True
204,injector_4,1.142684,0.000000,6.523397,2.320639,1.372850,True
205,central_extraction,0.000000,4.435754,6.758101,2.120085,,True
205,injector_1,1.147437,0.000000,6.762852,2.103591,,True
205,injector_2,1.095136,0.000000,6.698658,2.183159,1.319384,True
205,injector_3,1.105240,0.000000,6.538785,2.310280,,True
205,injector_4,1.135224,0.000000,6.539388,2.359748,,True
206,central_extraction,0.000000,4.265547,6.711439,2.113235,,True
206,injector_1,1.097649,0.000000,6.753941,2.053748,,True
206,injector_2,1.090402,0.000000,6.694525,2.199189,,True
206,injector_3,1.093894,0.000000,6.586248,2.250798,1.233521,True
206,injector_4,1.204827,0.000000,6.537269,2.421829,,True
207,central_extraction,0.000000,4.389475,6.753337,2.054958,1.335220,True
207,injector_1,1.128893,0.000000,6.738906,2.136699,1.275785,True
207,injector_2,1.091140,0.000000,6.692974,2.182028,,True
207,injector_3,1.093304,0.000000,6.594714,2.273259,,True
207,injector_4,1.114295,0.000000,6.560305,2.399289,1.327235,True
208,central_extraction,0.000000,4.440479,6.711413,2.086634,,True
208,injector_1,1.111453,0.000000,6.722839,2.152940,,True
208,injector_2,1.077470,0.000000,6.686589,2.214552,1.241249,True
208,injector_3,1.013143,0.000000,6.566937,2.191553,,True
208,injector_4,1.097878,0.000000,6.551453,2.288849,,True
209,central_extraction,0.000000,4.354077,6.713129,2.183263,,True
209,injector_1,1.160445,0.000000,6.732530,2.083149,,True
209,injector_2,1.166280,0.000000,6.689703,2.164471,,True
209,injector_3,1.175989,0.000000,6.556066,2.241515,1.362484,True
209,injector_4,1.115014,0.000000,6.557326,2.357005,,True
210,central_extraction,0.000000,4.318140,6.742837,2.091272,1.370217,True
210,injector_1,1.107123,0.000000,6.724443,2.201858,1.351731,True
210,injector_2,1.095215,0.000000,6.697872,2.188969,,True
210,injector_3,1.150592,0.000000,6.543996,2.392697,,True
210,injector_4,1.174466,0.000000,6.573938,2.301315,1.455467,True
211,central_extraction,0.000000,4.317231,6.727716,2.077076,,True
211,injector_1,1.158360,0.000000,6.756320,2.125906,,True
211,injector_2,1.092939,0.000000,6.649759,2.160104,1.421084,True
211,injector_3,1.058825,0.000000,6.606632,2.277136,,True
211,injector_4,1.070053,0.000000,6.554273,2.368376,,True
212,central_extraction,0.000000,4.507778,6.670880,2.065640,,True
212,injector_1,1.203543,0.000000,6.718570,2.126769,,True
212,injector_2,1.164392,0.000000,6.659250,2.249577,,True
212,injector_3,1.092064,0.000000,6.536846,2.331442,1.445892,True
212,injector_4,1.102473,0.000000,6.561789,2.439042,,True
213,central_extraction,0.000000,4.407222,6.744741,2.083125,1.449017,True
213,injector_1,1.153510,0.000000,6.732808,2.132416,1.413247,True
213,injector_2,1.104896,0.000000,6.614140,2.234569,,True
213,injector_3,1.170388,0.000000,6.583717,2.301479,,True
213,injector_4,1.123122,0.000000,6.542667,2.438451,1.584050,True
214,central_extraction,0.000000,4.270414,6.719871,2.091373,,True
214,injector_1,1.159268,0.000000,6.726380,2.141346,,True
214,injector_2,1.150299,0.000000,6.654790,2.307073,1.494995,True
214,injector_3,1.095993,0.000000,6.616705,2.307452,,True
214,injector_4,1.155008,0.000000,6.535129,2.348928,,True
215,central_extraction,0.000000,4.458809,6.730878,2.125511,,True
215,injector_1,1.159418,0.000000,6.733554,2.189943,,True
215,injector_2,1.133567,0.000000,6.624884,2.261077,,True
215,injector_3,1.141891,0.000000,6.554808,2.335242,1.527709,True
215,injector_4,1.145919,0.000000,6.562328,2.392068,,True
216,central_extraction,0.000000,4.545313,6.749042,2.116364,1.583826,True
216,injector_1,1.225104,0.000000,6.724101,2.207201,1.476282,True
216,injector_2,1.147249,0.000000,6.663546,2.254825,,True
216,injector_3,1.131708,0.000000,6.567977,2.353304,,True
216,injector_4,1.122589,0.000000,6.547848,2.414967,1.644902,True
217,central_extraction,0.000000,4.577767,6.756537,2.133378,,True
217,injector_1,1.155777,0.000000,6.731393,2.174860,,True
217,injector_2,1.185288,0.000000,6.661569,2.305161,1.499253,True
217,injector_3,1.075358,0.000000,6.596944,2.376850,,True
217,injector_4,1.084162,0.000000,6.578476,2.347897,,True
218,central_extraction,0.000000,4.652071,6.713208,2.113822,,True
218,injector_1,1.204537,0.000000,6.741976,2.229540,,True
218,injector_2,1.180293,0.000000,6.667922,2.336956,,True
218,injector_3,1.144274,0.000000,6.537014,2.333733,,True
218,injector_4,1.122617,0.000000,6.553105,2.402133,,True
219,central_extraction,0.000000,4.614729,6.775878,2.125832,1.671518,True
219,injector_1,1.190741,0.000000,6.687230,2.188452,1.557362,True
219,injector_2,1.182919,0.000000,6.591320,2.331198,,True
219,injector_3,1.149170,0.000000,6.540253,2.367281,,True
219,injector_4,1.135443,0.000000,6.546006,2.405131,1.638688,True
220,central_extraction,0.000000,4.421186,6.711494,2.099118,,True
220,injector_1,1.186731,0.000000,6.704875,2.165184,,True
220,injector_2,1.159685,0.000000,6.592197,2.278361,1.611355,True
220,injector_3,1.180424,0.000000,6.540816,2.394278,,True
220,injector_4,1.100873,0.000000,6.590734,2.436545,,True
221,central_extraction,0.000000,4.611550,6.780857,2.125768,,True
221,injector_1,1.225083,0.000000,6.697559,2.203248,,True
221,injector_2,1.143660,0.000000,6.589275,2.297208,,True
221,injector_3,1.150173,0.000000,6.540787,2.387605,1.638323,True
221,injector_4,1.098072,0.000000,6.600269,2.400167,,True
222,central_extraction,0.000000,4.618601,6.750748,2.152585,1.652354,True
222,injector_1,1.219131,0.000000,6.692126,2.302107,1.551525,True
222,injector_2,1.231642,0.000000,6.619670,2.293496,,True
222,injector_3,1.060627,0.000000,6.562597,2.397436,,True
222,injector_4,1.183416,0.000000,6.583414,2.462110,1.649424,True
223,central_extraction,0.000000,4.534919,6.742953,2.178973,,True
223,injector_1,1.213074,0.000000,6.718769,2.264556,,True
223,injector_2,1.168273,0.000000,6.640769,2.335940,1.610603,True
223,injector_3,1.177748,0.000000,6.576639,2.419483,,True
223,injector_4,1.113559,0.000000,6.584991,2.396630,,True
224,central_extraction,0.000000,4.487021,6.752371,2.213358,,True
224,injector_1,1.293501,0.000000,6.703754,2.134024,,True
224,injector_2,1.222508,0.000000,6.634238,2.316273,,True
224,injector_3,1.139377,0.000000,6.538685,2.414360,1.696223,True
224,injector_4,1.135786,0.000000,6.603243,2.419150,,True
225,central_extraction,0.000000,4.579781,6.742299,2.194040,1.697823,True
225,injector_1,1.261683,0.000000,6.680880,2.353833,1.592279,True
225,injector_2,1.234339,0.000000,6.598349,2.390663,,True
225,injector_3,1.164334,0.000000,6.585058,2.410788,,True
225,injector_4,1.273264,0.000000,6.583656,2.470396,1.804362,True
226,central_extraction,0.000000,4.621995,6.726415,2.246982,,True
226,injector_1,1.241304,0.000000,6.730405,2.307158,,True
226,injector_2,1.246622,0.000000,6.620587,2.379897,1.670941,True
226,injector_3,1.159963,0.000000,6.534687,2.415078,,True
226,injector_4,1.126809,0.000000,6.569110,2.410177,,True
227,central_extraction,0.000000,4.721890,6.727516,2.279554,,True
227,injector_1,1.221419,0.000000,6.745024,2.239365,,True
227,injector_2,1.175349,0.000000,6.613647,2.414514,,True
227,injector_3,1.171693,0.000000,6.528179,2.373645,1.812628,True
227,injector_4,1.184455,0.000000,6.599992,2.478123,,True
228,central_extraction,0.000000,4.782511,6.707830,2.227922,1.712227,True
228,injector_1,1.330173,0.000000,6.729054,2.370616,1.650345,True
228,injector_2,1.177150,0.000000,6.590800,2.344073,,True
228,injector_3,1.163261,0.000000,6.536307,2.554750,,True
228,injector_4,1.101439,0.000000,6.585591,2.397419,1.860025,True
229,central_extraction,0.000000,4.711483,6.777685,2.220515,,True
229,injector_1,1.283726,0.000000,6.734815,2.284712,,True
229,injector_2,1.124943,0.000000,6.600076,2.453889,1.732455,True
229,injector_3,1.160766,0.000000,6.508399,2.396666,,True
229,injector_4,1.106194,0.000000,6.573585,2.514040,,True
230,central_extraction,0.000000,4.646604,6.760050,2.262825,,True
230,injector_1,1.306816,0.000000,6.667119,2.324711,,True
230,injector_2,1.227055,0.000000,6.612261,2.422422,,True
230,injector_3,1.230097,0.000000,6.564386,2.460765,1.827365,True
230,injector_4,1.146723,0.000000,6.619914,2.486205,,True
231,central_extraction,0.000000,4.646151,6.744262,2.262000,1.792039,True
231,injector_1,1.320908,0.000000,6.688973,2.398379,1.720904,True
231,injector_2,1.238296,0.000000,6.612751,2.341676,,True
231,injector_3,1.179582,0.000000,6.563630,2.448558,,True
231,injector_4,1.082785,0.000000,6.596506,2.462618,1.855344,True
232,central_extraction,0.000000,4.660602,6.768856,2.208425,,True
232,injector_1,1.358685,0.000000,6.709723,2.324865,,True
232,injector_2,1.224416,0.000000,6.629235,2.378960,1.725912,True
232,injector_3,1.206559,0.000000,6.550371,2.428431,,True
232,injector_4,1.123155,0.000000,6.589146,2.445524,,True
233,central_extraction,0.000000,4.852928,6.719051,2.256526,,True
233,injector_1,1.363036,0.000000,6.726655,2.401628,,True
233,injector_2,1.274530,0.000000,6.570002,2.421721,,True
233,injector_3,1.233734,0.000000,6.580397,2.394119,1.859984,True
233,injector_4,1.124868,0.000000,6.566619,2.395963,,True
234,central_extraction,0.000000,4.720137,6.769450,2.253316,1.885246,True
234,injector_1,1.331295,0.000000,6.639443,2.404829,1.738257,True
234,injector_2,1.259061,0.000000,6.602593,2.395780,,True
234,injector_3,1.256227,0.000000,6.553173,2.365090,,True
234,injector_4,1.062166,0.000000,6.625057,2.502493,,True
235,central_extraction,0.000000,4.750557,6.775832,2.327193,,True
235,injector_1,1.365896,0.000000,6.650570,2.393159,,True
235,injector_2,1.303816,0.000000,6.599878,2.421550,1.876355,True
235,injector_3,1.238291,0.000000,6.560370,2.422851,,True
235,injector_4,1.118093,0.000000,6.658223,2.474438,,True
236,central_extraction,0.000000,4.892382,6.730016,2.291407,,True
236,injector_1,1.367808,0.000000,6.655533,2.408006,,True
236,injector_2,1.288720,0.000000,6.576785,2.461575,,True
236,injector_3,1.171374,0.000000,6.578398,2.475066,1.880091,True
236,injector_4,1.131241,0.000000,6.615874,2.454942,,True
237,central_extraction,0.000000,4.748885,6.708841,2.321001,1.818942,True
237,injector_1,1.364576,0.000000,6.714280,2.405442,,True
237,injector_2,1.276114,0.000000,6.620634,2.461023,,True
237,injector_3,1.154143,0.000000,6.574182,2.373144,,True
237,injector_4,1.110506,0.000000,6.599819,2.425093,1.965860,True
238,central_extraction,0.000000,4.892537,6.751509,2.319427,,True
238,injector_1,1.345675,0.000000,6.673237,2.397082,,True
238,injector_2,1.260363,0.000000,6.584018,2.426873,1.886425,True
238,injector_3,1.106883,0.000000,6.557219,2.372695,,True
238,injector_4,1.118194,0.000000,6.601927,2.434499,,True
239,central_extraction,0.000000,4.827849,6.724717,2.390468,,True
239,injector_1,1.330916,0.000000,6.627772,2.379303,,True
239,injector_2,1.346108,0.000000,6.510470,2.466768,,True
239,injector_3,1.153461,0.000000,6.527271,2.452977,1.971637,True
239,injector_4,1.165509,0.000000,6.629383,2.367449,,True
240,central_extraction,0.000000,4.842726,6.694592,2.387082,1.966457,True
240,injector_1,1.374932,0.000000,6.701384,2.357848,1.948829,True
240,injector_2,1.371786,0.000000,6.565908,2.468680,,True
240,injector_3,1.252523,0.000000,6.586748,2.479737,,True
240,injector_4,1.218055,0.000000,6.593749,2.445753,2.063996,True
241,central_extraction,0.000000,4.823752,6.677326,2.312307,,True
241,injector_1,1.351087,0.000000,6.662465,2.331402,,True
241,injector_2,1.345135,0.000000,6.550282,2.402518,1.936855,True
241,injector_3,1.144890,0.000000,6.556084,2.496031,,True
241,injector_4,1.193775,0.000000,6.653166,2.449352,,True
242,central_extraction,0.000000,4.833500,6.709067,2.386912,,True
242,injector_1,1.397854,0.000000,6.664459,2.385797,,True
242,injector_2,1.332118,0.000000,6.578527,2.496821,,True
242,injector_3,1.199398,0.000000,6.547454,2.474874,2.046872,True
242,injector_4,1.146801,0.000000,6.675073,2.427948,,True
243,central_extraction,0.000000,5.156185,6.758638,2.376640,2.053152,True
243,injector_1,1.356085,0.000000,6.675459,2.385636,1.981641,True
243,injector_2,1.218660,0.000000,6.573458,2.482743,,True
243,injector_3,1.203355,0.000000,6.541175,2.444326,,True
243,injector_4,1.157071,0.000000,6.584250,2.370912,2.088696,True
244,central_extraction,0.000000,5.007351,6.723967,2.363196,,True
244,injector_1,1.457902,0.000000,6.647279,2.458024,,True
244,injector_2,1.283712,0.000000,6.563014,2.482691,1.935298,True
244,injector_3,1.140338,0.000000,6.573412,2.470430,,True
244,injector_4,1.197254,0.000000,6.641006,2.305678,,True
245,central_extraction,0.000000,4.942980,6.699150,2.428587,,True
245,injector_1,1.359597,0.000000,6.680380,2.461136,,True
245,injector_2,1.226050,0.000000,6.606251,2.485107,,True
245,injector_3,1.263650,0.000000,6.528637,2.474909,1.982750,True
245,injector_4,1.173020,0.000000,6.641496,2.422391,,True
246,central_extraction,0.000000,4.848793,6.719330,2.400161,2.057764,True
246,injector_1,1.486301,0.000000,6.663336,2.392435,1.938618,True
246,injector_2,1.291057,0.000000,6.586489,2.408482,,True
246,injector_3,1.210509,0.000000,6.564648,2.413205,,True
246,injector_4,1.224089,0.000000,6.624542,2.385363,2.036169,True
247,central_extraction,0.000000,5.034519,6.713405,2.398785,,True
247,injector_1,1.447342,0.000000,6.690131,2.454244,,True
247,injector_2,1.223838,0.000000,6.498467,2.471177,2.042741,True
247,injector_3,1.208206,0.000000,6.520737,2.471281,,True
247,injector_4,1.247174,0.000000,6.631701,2.380050,,True
248,central_extraction,0.000000,4.968315,6.713392,2.450204,,True
248,injector_1,1.452799,0.000000,6.620821,2.430718,,True
248,injector_2,1.296123,0.000000,6.549157,2.403203,,True
248,injector_3,1.237276,0.000000,6.569384,2.405344,2.030842,True
248,injector_4,1.213100,0.000000,6.630775,2.344393,,True
249,central_extraction,0.000000,5.114008,6.734645,2.388524,2.106778,True
249,injector_1,1.409928,0.000000,6.631106,2.461385,2.030711,True
249,injector_2,1.352681,0.000000,6.550262,2.492715,,True
249,injector_3,1.179798,0.000000,6.552655,2.402027,,True
249,injector_4,1.209590,0.000000,6.623631,2.404285,2.076920,True
250,central_extraction,0.000000,5.061664,6.669152,2.440436,,True
250,injector_1,1.317841,0.000000,6.642051,2.408134,,True
250,injector_2,1.318745,0.000000,6.557458,2.464094,1.960338,True
250,injector_3,1.237681,0.000000,6.581789,2.401954,,True
250,injector_4,1.187500,0.000000,6.648136,2.368908,,True
251,central_extraction,0.000000,5.081036,6.719490,2.412510,,True
251,injector_1,1.330650,0.000000,6.606652,2.392253,,True
251,injector_2,1.223308,0.000000,6.516907,2.423270,,True
251,injector_3,1.249549,0.000000,6.568426,2.426199,2.081750,True
251,injector_4,1.208192,0.000000,6.709758,2.364719,,True
252,central_extraction,0.000000,4.931121,6.684123,2.450255,2.043795,True
252,injector_1,1.351660,0.000000,6.626312,2.396757,1.984232,True
252,injector_2,1.266373,0.000000,6.574740,2.462006,,True
252,injector_3,1.259390,0.000000,6.551897,2.374514,,True
252,injector_4,1.256224,0.000000,6.659659,2.299129,2.113458,True
253,central_extraction,0.000000,4.915028,6.715855,2.399527,,True
253,injector_1,1.318195,0.000000,6.606776,2.446913,,True
253,injector_2,1.307475,0.000000,6.583737,2.428184,,True
253,injector_3,1.289796,0.000000,6.568194,2.400033,,True
253,injector_4,1.224130,0.000000,6.713771,2.380109,,True
254,central_extraction,0.000000,4.897686,6.689289,2.432055,,True
254,injector_1,1.351698,0.000000,6.643817,2.547303,,True
254,injector_2,1.317113,0.000000,6.548541,2.453309,,True
254,injector_3,1.300961,0.000000,6.604896,2.410551,2.104795,True
254,injector_4,1.221162,0.000000,6.651923,2.365625,,True
255,central_extraction,0.000000,5.007129,6.693754,2.395371,,True
255,injector_1,1.336097,0.000000,6.597184,2.449502,2.065640,True
255,injector_2,1.353777,0.000000,6.545822,2.433319,,True
255,injector_3,1.310044,0.000000,6.606842,2.371165,,True
255,injector_4,1.177966,0.000000,6.692045,2.350932,2.116434,True
256,central_extraction,0.000000,5.009646,6.699990,2.398521,,True
256,injector_1,1.324150,0.000000,6.572163,2.508858,,True
256,injector_2,1.292315,0.000000,6.528710,2.403653,2.114694,True
256,injector_3,1.258855,0.000000,6.632451,2.350317,,True
256,injector_4,1.197675,0.000000,6.679398,2.315655,,True
257,central_extraction,0.000000,4.998622,6.765009,2.368802,,True
257,injector_1,1.313503,0.000000,6.624052,2.478115,,True
257,injector_2,1.341723,0.000000,6.519596,2.356910,,True
257,injector_3,1.307799,0.000000,6.548208,2.453007,2.229249,True
257,injector_4,1.289775,0.000000,6.647780,2.243670,,True
258,central_extraction,0.000000,4.934817,6.716423,2.467474,2.213253,True
258,injector_1,1.297232,0.000000,6.587075,2.357385,2.173083,True
258,injector_2,1.321763,0.000000,6.582369,2.454712,,True
258,injector_3,1.236687,0.000000,6.558109,2.345471,,True
258,injector_4,1.268642,0.000000,6.665959,2.324796,2.254470,True
259,central_extraction,0.000000,4.945056,6.661069,2.377379,,True
259,injector_1,1.329359,0.000000,6.619714,2.428588,,True
259,injector_2,1.313538,0.000000,6.562972,2.409275,2.159076,True
259,injector_3,1.255385,0.000000,6.580270,2.418820,,True
259,injector_4,1.303145,0.000000,6.687005,2.257917,,True
260,central_extraction,0.000000,5.080055,6.722246,2.451383,,True
260,injector_1,1.381074,0.000000,6.605482,2.404159,,True
260,injector_2,1.299000,0.000000,6.545635,2.394979,,True
260,injector_3,1.342090,0.000000,6.582360,2.318972,2.250668,True
260,injector_4,1.261473,0.000000,6.703646,2.313251,,True
261,central_extraction,0.000000,4.990339,6.706153,2.372251,2.152365,True
261,injector_1,1.316284,0.000000,6.648214,2.446819,2.157596,True
261,injector_2,1.297472,0.000000,6.611001,2.419201,,True
261,injector_3,1.315835,0.000000,6.577409,2.360539,,True
261,injector_4,1.271330,0.000000,6.657416,2.293501,2.215361,True
262,central_extraction,0.000000,5.144377,6.686074,2.416724,,True
262,injector_1,1.305526,0.000000,6.542396,2.395878,,True
262,injector_2,1.376193,0.000000,6.562115,2.417852,2.233893,True
262,injector_3,1.335529,0.000000,6.602371,2.360374,,True
262,injector_4,1.344917,0.000000,6.712120,2.261432,,True
263,central_extraction,0.000000,5.319276,6.677869,2.468086,,True
263,injector_1,1.384719,0.000000,6.573875,2.451804,,True
263,injector_2,1.311995,0.000000,6.577256,2.386308,,True
263,injector_3,1.345639,0.000000,6.577828,2.266826,2.206687,True
263,injector_4,1.308070,0.000000,6.717891,2.291962,,True
264,central_extraction,0.000000,5.083011,6.686994,2.403415,2.115313,True
264,injector_1,1.340480,0.000000,6.564464,2.411477,2.166332,True
264,injector_2,1.366686,0.000000,6.486066,2.381405,,True
264,injector_3,1.295577,0.000000,6.619867,2.362423,,True
264,injector_4,1.368593,0.000000,6.763853,2.253546,2.154062,True
265,central_extraction,0.000000,5.246014,6.688501,2.440000,,True
265,injector_1,1.301622,0.000000,6.567684,2.425950,,True
